Vesele;Piesùany;Trnavsky kraj;975;510;52.3;510;504;975;411;42.15;411;402
Vrbove;Piesùany;Trnavsky kraj;4842;2521;52.06;2518;2508;4846;2209;45.58;2207;2147
Bilkove Humence;Senica;Trnavsky kraj;170;97;57.05;97;96;179;88;49.16;88;86
Borsky Mikulas;Senica;Trnavsky kraj;3259;1456;44.67;1456;1449;3274;1214;37.08;1214;1193
Borsky Svaty Jur;Senica;Trnavsky kraj;1327;572;43.1;572;569;1295;544;42;544;535
Cerova;Senica;Trnavsky kraj;958;570;59.49;570;568;938;529;56.39;529;519
Cary;Senica;Trnavsky kraj;1021;430;42.11;430;428;1012;355;35.07;355;351
Castkov;Senica;Trnavsky kraj;476;311;65.33;311;304;481;269;55.92;269;267
Dojc;Senica;Trnavsky kraj;1002;526;52.49;526;513;1009;400;39.64;400;386
Hlboke;Senica;Trnavsky kraj;778;424;54.49;424;424;783;385;49.16;385;377
Hradiste pod Vratnom;Senica;Trnavsky kraj;580;333;57.41;333;332;588;305;51.87;305;302
Jablonica;Senica;Trnavsky kraj;1858;908;48.86;908;905;1882;798;42.4;798;788
Kovalov;Senica;Trnavsky kraj;576;339;58.85;339;339;575;287;49.91;287;281
Kuklov;Senica;Trnavsky kraj;626;180;28.75;180;179;633;161;25.43;161;157
Kuty;Senica;Trnavsky kraj;3991;2151;53.89;2151;2128;4250;2157;50.75;2154;2108
Laksarska Nova Ves;Senica;Trnavsky kraj;936;433;46.26;433;431;939;366;38.97;366;362
Moravsky Svaty Jan;Senica;Trnavsky kraj;1801;933;51.8;933;928;1796;821;45.71;821;809
Osuske;Senica;Trnavsky kraj;487;192;39.42;192;191;491;204;41.54;204;203
Plavecky Peter;Senica;Trnavsky kraj;510;264;51.76;264;264;514;221;42.99;221;218
Podbranc;Senica;Trnavsky kraj;524;300;57.25;300;298;531;280;52.73;280;275
Prietrz;Senica;Trnavsky kraj;614;358;58.3;358;356;620;325;52.41;325;324
Prievaly;Senica;Trnavsky kraj;810;466;57.53;466;463;826;407;49.27;407;397
Rohov;Senica;Trnavsky kraj;348;148;42.52;148;147;343;129;37.6;129;128
Rovensko;Senica;Trnavsky kraj;350;236;67.42;236;233;350;214;61.14;214;211
Rybky;Senica;Trnavsky kraj;346;207;59.82;207;207;345;177;51.3;177;176
Sekule;Senica;Trnavsky kraj;1436;738;51.39;738;733;1433;608;42.42;608;590
Senica;Senica;Trnavsky kraj;16558;7941;47.95;7941;7904;16600;6978;42.03;6978;6880
Smolinske;Senica;Trnavsky kraj;749;448;59.81;448;444;751;360;47.93;360;352
Smrdaky;Senica;Trnavsky kraj;539;344;63.82;344;342;548;329;60.03;329;323
Sobotiste;Senica;Trnavsky kraj;1237;731;59.09;731;727;1229;615;50.04;615;601
Sajdikove Humence;Senica;Trnavsky kraj;920;454;49.34;454;450;928;397;42.78;397;397
Sastin - Straze;Senica;Trnavsky kraj;4122;1826;44.29;1826;1819;4123;1434;34.78;1434;1404
Stefanov;Senica;Trnavsky kraj;1300;620;47.69;620;613;1284;485;37.77;485;473
Brodske;Skalica;Trnavsky kraj;1945;834;42.87;834;828;2012;849;42.19;849;835
Dubovce;Skalica;Trnavsky kraj;522;301;57.66;301;301;521;260;49.9;260;252
Gbely;Skalica;Trnavsky kraj;4202;2047;48.71;2047;2040;4211;1792;42.55;1792;1770
Holic;Skalica;Trnavsky kraj;9233;4545;49.22;4544;4511;9260;3802;41.05;3802;3726
Chropov;Skalica;Trnavsky kraj;302;180;59.6;180;179;311;138;44.37;138;137
Katov;Skalica;Trnavsky kraj;515;286;55.53;286;285;507;214;42.2;214;208
Kopcany;Skalica;Trnavsky kraj;2056;958;46.59;958;957;2049;741;36.16;741;730
Kovalovec;Skalica;Trnavsky kraj;126;81;64.28;81;80;120;66;55;66;66
Letnicie;Skalica;Trnavsky kraj;413;253;61.25;253;252;413;195;47.21;195;189
Lopasov;Skalica;Trnavsky kraj;257;191;74.31;191;191;252;159;63.09;159;159
Mokry Haj;Skalica;Trnavsky kraj;584;325;55.65;325;323;633;278;43.91;278;271
Oreske;Skalica;Trnavsky kraj;307;228;74.26;228;228;302;204;67.54;204;199
Petrova Ves;Skalica;Trnavsky kraj;870;499;57.35;499;497;869;415;47.75;415;414
Popudinske Mocidlany;Skalica;Trnavsky kraj;749;376;50.2;376;374;740;304;41.08;304;295
Prietrzka;Skalica;Trnavsky kraj;409;256;62.59;256;254;409;221;54.03;221;218
Radimov;Skalica;Trnavsky kraj;454;246;54.18;246;245;454;213;46.91;213;211
Radosovce;Skalica;Trnavsky kraj;1456;866;59.47;866;860;1457;685;47.01;685;653
Skalica;Skalica;Trnavsky kraj;12717;6377;50.14;6364;6322;12767;5625;44.05;5625;5557
Trnovec;Skalica;Trnavsky kraj;243;155;63.78;155;155;241;140;58.09;140;135
Unin;Skalica;Trnavsky kraj;998;569;57.01;569;567;1009;491;48.66;491;473
Vradiste;Skalica;Trnavsky kraj;654;370;56.57;369;368;650;280;43.07;280;271
Bojnicky;Hlohovec;Trnavsky kraj;1182;568;48.05;566;562;1133;461;40.68;461;457
Cervenik;Hlohovec;Trnavsky kraj;1343;754;56.14;754;745;1340;585;43.65;585;576
Dolne Otrokovce;Hlohovec;Trnavsky kraj;307;146;47.55;146;144;305;129;42.29;129;128
Dolne Trhoviste;Hlohovec;Trnavsky kraj;521;270;51.82;270;270;527;228;43.26;228;227
Dolne Zelenice;Hlohovec;Trnavsky kraj;479;293;61.16;293;293;484;254;52.47;254;250
Dvorniky;Hlohovec;Trnavsky kraj;1634;729;44.61;729;729;1649;559;33.89;559;548
Hlohovec;Hlohovec;Trnavsky kraj;17577;8929;50.79;8922;8854;17573;7554;42.98;7552;7410
Horne Otrokovce;Hlohovec;Trnavsky kraj;728;390;53.57;389;387;725;316;43.58;316;310
